"AppId","AppDisplayName","AppOwnerOrganizationId","Source"
"eacba838-453c-4d3e-8c6a-eb815d3469a3","Microsoft Flow CDS Integration Service TIP1","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"58ef1dbd-684c-47d6-8ffc-61ea7a197b95","AzNS EventHub Action","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"1b730954-1685-4b74-9bfd-dac224a7b894","Azure Active Directory PowerShell","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"63e61dc2-f593-4a6f-92b9-92e4d2c03d4f","Microsoft Intune SCCM Connector","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"328fd23b-de6e-462c-9433-e207470a5727","NFV Resource Provider","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"0858ddce-8fca-4479-929b-4504feeed95e","Microsoft Defender for Cloud Apps MIP Server","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"a1b76039-a76c-499f-a2dd-846b4cc32627","Azure Key Vault Managed HSM Key Governance Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"d6fdaa33-e821-4211-83d0-cf74736489e1","Microsoft Service Trust","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"8e0e8db5-b713-4e91-98e6-470fed0aa4c2","Microsoft Azure Signup Portal","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"f0ae4899-d877-4d3c-ae25-679e38eea492","AAD App Management","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"00f82732-f451-4a01-918c-0e9896e784f9","Skype for Business Application Configuration Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"ad40333e-9910-4b61-b281-e3aeeb8c3ef3","AI Builder Authorization Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c2ada927-a9e2-4564-aae2-70775a2fa0af","OCaaS Client Interaction Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c58637bb-e2e1-4312-8a00-04b5ffcd3403","SharePoint Online Client Extensibility","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"2f6713e6-1e21-4a83-91b4-5bf9a2378f81","Dynamics 365 Resource Scheduling Optimization","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"a150d169-7d37-47dd-9b20-156207b7b02f","MIP Exchange Solutions","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"d62121f3-e023-4972-b6b0-794190c0fd98","Office 365 Mover","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"273404b8-7ebc-4360-9f90-b40417f77b53","Microsoft Exact Data Match Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"0f6edad5-48f2-4585-a609-d252b1c52770","AIGraphClient","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"58ea322b-940c-4d98-affb-345ec4cccb92","M365 Pillar Diagnostics Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"7bf610f7-ecaf-43a2-9dbc-33b14314d6fe","Microsoft.SecurityDevOps Resource Provider","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"ca0a114d-6fbc-46b3-90fa-2ec954794ddb","Microsoft Device Management Checkin","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"ebe0c285-db95-403f-a1a3-a793bd6d7767","Office MRO Device Manager Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"18af356b-c4fd-4f52-9899-d09d21397ab7","Office365DirectorySynchronizationService","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"4e445925-163e-42ca-b801-9073bfa46d17","SharePoint Home Notifier","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"92876b03-76a3-4da8-ad6a-0511ffdf8647","ComplianceWorkbenchApp","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"db55028d-e5ba-420f-816a-d18c861aefdf","Microsoft Office Licensing Service vNext","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"b5a60e17-278b-4c92-a4e2-b9262e66bb28","Azure MFA StrongAuthenticationService","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"5b3b270a-b9ad-46e7-9bbb-a866897c4dc7","Azure Portal RP","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"e97edbaf-39b2-4546-ba61-0a24e1bef890","Teams EHR Connector","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"e29b5c86-b9ab-4a86-9a20-d10842007599","SharePoint Framework Azure AD Helper","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"b4ca0290-4e73-4e31-ade0-c82ecfaabf6a","Azure DNS Managed Resolver","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"022907d3-0f1b-48f7-badc-1ba6abab6d66","Azure SQL Database","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"f5aeb603-2a64-4f37-b9a8-b544f3542865","Microsoft Teams RetentionHook Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"a8b6bf88-1d1a-4626-b040-9a729ea93c65","Compute Artifacts Publishing Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"a25dbca8-4e60-48e5-80a2-0664fdb5c9b6","Microsoft.MileIQ","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c4288165-6698-45ba-98a5-48ea7791fed3","Azure Service Connector Resource Provider","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"95de633a-083e-42f5-b444-a4295d8e9314","Microsoft Whiteboard Services","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"d29a4c00-4966-492a-84dd-47e779578fb7","Discovery Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"546068c3-99b1-4890-8e93-c8aeadcfe56a","Common Data Service - Azure Data Lake Storage","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"8a753eec-59bc-4c6a-be91-6bf7bfe0bcdf","Teams Application Gateway","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"b8d56525-1fd0-4121-a640-e0ede64f74b5","M365CommunicationCompliance","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"6d32b7f8-782e-43e0-ac47-aaad9f4eb839","Permission Service O365","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"0000000a-0000-0000-c000-000000000000","Microsoft Intune","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"79d7fb34-4bef-4417-8184-ff713af7a679","Azure Bastion","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"709110f7-976e-4284-8851-b537e9bcb187","Microsoft Device Management Enrollment","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"2cfc91a4-7baa-4a8f-a6c9-5f3d279060b8","Azure Application Change Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"996def3d-b36c-4153-8607-a6fd3c01b89f","Dynamics 365 Business Central","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"1b912ec3-a9dd-4c4d-a53e-76aa7adb28d7","AADReporting","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"abfa0a7c-a6b6-4736-8310-5855508787cd","Microsoft Azure App Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"5a807f24-c9de-44ee-a3a7-329e88a00ffc","Messaging Bot API Application","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"2c9e12e5-a56c-4ba1-b768-7a141586c6fe","Viva Learning","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"3734c1a4-2bed-4998-a37a-ff1a9e7bf019","Microsoft Azure Container Apps - Data Plane","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c505e273-0ba0-47e7-a0bd-f48042b4524d","AzureBackup_WBCM_Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c161e42e-d4df-4a3d-9b42-e7a3c31f59d4","Microsoft Intune API","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"b46c3ac5-9da6-418f-a849-0a07a10b3c6c","Cloud Infrastructure Entitlement Management","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"6b5b3617-ba00-46f6-8770-1849282a189a","Microsoft Defender For Cloud","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"1fe0d6b3-81f0-4cf5-9dfd-fbb297d7848c","Microsoft Insider Risk Management","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"c9224372-5534-42cb-a48b-8db4f4a3892e","MS Teams Griffin Assistant","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"12743ff8-d3de-49d0-a4ce-6c91a4245ea0","Metrics Monitor API","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"6d057c82-a784-47ae-8d12-ca7b38cf06b4","AzureVirtualNetworkManager","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"3b2fa68d-a091-48c9-95be-88d572e08fb7","AzureBackupReporting","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"b8066b99-6e67-41be-abfa-75db1a2c8809","Microsoft Intune IW Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"11c174dc-1945-4a9a-a36b-c79a0f246b9b","Azure Monitor System","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"a4a365df-50f1-4397-bc59-1a1564b8bb9c","Microsoft Remote Desktop","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"3aa5c166-136f-40eb-9066-33ac63099211","O365 Customer Monitoring","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"0517ffae-825d-4aff-999e-3f2336b8a20a","M365 App Management Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"6da466b6-1d13-4a2c-97bd-51a99e8d4d74","Exchange Office Graph Client for AAD - Interactive","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"5e5e43d4-54da-4211-86a4-c6e7f3715801","Azure Regional Service Manager","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"1fec8e78-bce4-4aaf-ab1b-5451cc387264","Microsoft Teams","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"0c708d37-30b2-4f22-8168-5d0cba6f37be","Microsoft Teams Partner Tenant Administration ","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"562db366-1b96-45d2-aa4a-f2148cef2240","Diagnostic Services Trusted Storage Access","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"04687a56-4fc2-4e36-b274-b862fb649733","MDATPNetworkScanAgent","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"7e468355-e4db-46a9-8289-8d414c89c43c","Federated Profile Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"61a63147-3824-45f5-a186-ace3f4c9daeb","MsgDataMgmt","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
"2ddfbe71-ed12-4123-b99b-d5fc8a062a79","Microsoft Teams Admin Portal Service","f8cdef31-a31e-4b4a-93e4-5f571e91255a","Graph"
